Fecha,Bosque,Planta,Flores,X,Y,Periodo,Year,Day_ISO,Day,Week_ISO,Week
2020-06-14,2,Plantago_sp,5,3,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,19,4,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,16,4,1,2,2020,166,63,24,9
2020-06-14,2,Trifolium_repens,1,4,1,2,2020,166,63,24,9
2020-06-14,2,Cerastium_vulgare,13,4,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,14,5,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,4,5,1,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,9,5,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,3,5,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,3,6,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,6,6,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,2,6,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,7,7,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,4,7,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,2,7,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,5,8,1,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,1,8,1,2,2020,166,63,24,9
2020-06-14,2,Hutchinsia_alpina,6,8,1,2,2020,166,63,24,9
2020-06-14,2,Prunella_grandiflora,7,9,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,11,9,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,9,1,2,2020,166,63,24,9
2020-06-14,2,Hutchinsia_alpina,32,9,1,2,2020,166,63,24,9
2020-06-14,2,Trifolium_repens,2,9,1,2,2020,166,63,24,9
2020-06-14,2,Trifolium_repens,1,10,1,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,5,10,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,10,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,2,10,1,2,2020,166,63,24,9
2020-06-14,2,Hutchinsia_alpina,1,10,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,4,10,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,5,11,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,11,11,1,2,2020,166,63,24,9
