Bosque,X,Y,Planta,Subplot_Plant_Label,Periodo,labelled_flowers,number_fruits,fruitset,Visits_tot,homo_motif,hete_motif,Year,Flores,prob_consp_step,poll_richness,plant_richness,total_number_flowers,total_steps,unloyal_steps,total_sequences
Pinar Villamanrique Este (Chaparral),5,5,Cistus_crispus,5-5 Cistus_crispus,May,6,2,0.3333333333333333,177,44,0,2021,9,0.9979603827084296,3,1,22,45,NA,5
Pinar Villamanrique Este (Chaparral),5,5,Cistus_crispus,5-5 Cistus_crispus,May,6,2,0.3333333333333333,177,44,0,2021,1,0.9979603827084296,3,1,22,45,NA,5
Pinar Villamanrique Este (Chaparral),5,6,Cistus_salviifolius,5-6 Cistus_salviifolius,April,5,5,1,18,15,12,2021,19,0.9990410075747123,3,1,38,3,NA,3
Pinar Villamanrique Este (Chaparral),5,6,Cistus_salviifolius,5-6 Cistus_salviifolius,April,5,5,1,18,15,12,2021,13,0.9990410075747123,3,1,38,3,NA,3
Pinar Villamanrique Este (Chaparral),5,6,Cistus_salviifolius,5-6 Cistus_salviifolius,April,5,5,1,18,15,12,2021,6,0.9990410075747123,3,1,38,3,NA,3
Pinar Villamanrique Este (Chaparral),5,9,Cistus_salviifolius,5-9 Cistus_salviifolius,April,5,3,0.6,10,15,0,2021,18,0.991093860340875,1,1,28,2,NA,1
Pinar Villamanrique Este (Chaparral),5,9,Cistus_salviifolius,5-9 Cistus_salviifolius,April,5,3,0.6,10,15,0,2021,10,0.991093860340875,1,1,28,2,NA,1
Pinar Villamanrique Este (Chaparral),5,10,Cistus_ladanifer,5-10 Cistus_ladanifer,March,10,3,0.3,85,45,15,2021,2,0.9186999752276569,4,1,32,13,NA,4
Pinar Villamanrique Este (Chaparral),5,10,Cistus_ladanifer,5-10 Cistus_ladanifer,March,10,3,0.3,85,45,15,2021,9,0.9186999752276569,4,1,32,13,NA,4
Pinar Villamanrique Este (Chaparral),5,10,Cistus_ladanifer,5-10 Cistus_ladanifer,March,10,3,0.3,85,45,15,2021,5,0.9186999752276569,4,1,32,13,NA,4
Pinar Villamanrique Este (Chaparral),5,10,Cistus_ladanifer,5-10 Cistus_ladanifer,March,10,3,0.3,85,45,15,2021,7,0.9186999752276569,4,1,32,13,NA,4
Pinar Villamanrique Este (Chaparral),6,1,Cistus_crispus,6-1 Cistus_crispus,April,1,0,0,25,38,0,2021,1,0.9989461329755924,2,1,3,5,NA,4
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,April,8,6,0.75,436,98,12,2021,3,0.9920968978452152,4,2,33,102,NA,10
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,April,8,6,0.75,436,98,12,2021,29,0.9920968978452152,4,2,33,102,NA,10
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,May,10,7,0.7,147,77,0,2021,15,0.9986413450318171,5,1,25,45,NA,6
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,May,10,7,0.7,147,77,0,2021,10,0.9986413450318171,5,1,25,45,NA,6
Pinar Villamanrique Este (Chaparral),6,5,Cistus_crispus,6-5 Cistus_crispus,April,1,1,1,30,56,4,2021,1,0.810463506796192,4,3,19,7,NA,6
Pinar Villamanrique Este (Chaparral),6,5,Cistus_crispus,6-5 Cistus_crispus,April,1,1,1,30,56,4,2021,2,0.810463506796192,4,3,19,7,NA,6
Pinar Villamanrique Este (Chaparral),6,5,Cistus_ladanifer,6-5 Cistus_ladanifer,April,1,1,1,NA,NA,NA,2021,1,0.9718664180461254,NA,3,19,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_crispus,6-6 Cistus_crispus,April,1,0,0,NA,NA,NA,2021,1,0.9989482928556636,NA,2,104,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,March,5,5,1,NA,NA,NA,2021,5,0.998306533793158,NA,1,5,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,April,10,9,0.9,18,9,8,2021,6,0.9987794257447726,2,2,104,3,1,2
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,April,10,9,0.9,18,9,8,2021,57,0.9987794257447726,2,2,104,3,1,2
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,April,10,9,0.9,18,9,8,2021,32,0.9987794257447726,2,2,104,3,1,2
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,April,10,9,0.9,18,9,8,2021,1,0.9987794257447726,2,2,104,3,1,2
Pinar Villamanrique Este (Chaparral),6,8,Cistus_salviifolius,6-8 Cistus_salviifolius,March,5,4,0.8,3,6,6,2021,5,0.9980267888056734,1,1,5,1,NA,1
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,April,5,5,1,76,16,0,2021,14,0.9956764738019541,2,2,37,17,NA,3
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,April,5,5,1,76,16,0,2021,1,0.9956764738019541,2,2,37,17,NA,3
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,May,11,11,1,45,36,0,2021,17,0.9981460449204616,3,1,30,13,NA,4
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,May,11,11,1,45,36,0,2021,1,0.9981460449204616,3,1,30,13,NA,4
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,May,11,11,1,45,36,0,2021,12,0.9981460449204616,3,1,30,13,NA,4
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,March,3,0,0,NA,NA,NA,2021,3,0.9982131795838182,NA,1,3,NA,NA,NA
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,April,10,8,0.8,30,20,5,2021,3,0.999119240530015,3,1,91,5,1,3
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,April,10,8,0.8,30,20,5,2021,58,0.999119240530015,3,1,91,5,1,3
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,April,10,8,0.8,30,20,5,2021,19,0.999119240530015,3,1,91,5,1,3
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,April,10,8,0.8,30,20,5,2021,8,0.999119240530015,3,1,91,5,1,3
Pinar Villamanrique Este (Chaparral),7,9,Cistus_ladanifer,7-9 Cistus_ladanifer,March,5,1,0.2,36,14,9,2021,12,0.9111801899155838,3,2,22,7,NA,4
Pinar Villamanrique Este (Chaparral),7,9,Cistus_ladanifer,7-9 Cistus_ladanifer,April,20,15,0.75,39,5,10,2021,21,0.9942914824641196,2,2,68,12,1,4
Pinar Villamanrique Este (Chaparral),7,9,Cistus_ladanifer,7-9 Cistus_ladanifer,April,20,15,0.75,39,5,10,2021,4,0.9942914824641196,2,2,68,12,1,4
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,March,5,4,0.8,3,6,6,2021,10,0.9890603886344348,1,2,22,1,NA,1
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,10,9,0.9,5,5,5,2021,24,0.968769596967224,1,2,68,1,1,1
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,10,9,0.9,5,5,5,2021,16,0.968769596967224,1,2,68,1,1,1
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,10,9,0.9,5,5,5,2021,3,0.968769596967224,1,2,68,1,1,1
Pinar Villamanrique Este (Chaparral),7,10,Cistus_ladanifer,7-10 Cistus_ladanifer,April,1,1,1,NA,NA,NA,2021,1,0.9959726939430559,NA,1,1,NA,NA,NA
Pinar Villamanrique Este (Chaparral),8,3,Cistus_ladanifer,8-3 Cistus_ladanifer,March,4,3,0.75,21,6,0,2021,1,0.853622722361985,2,2,6,6,NA,2
Pinar Villamanrique Este (Chaparral),8,3,Cistus_ladanifer,8-3 Cistus_ladanifer,March,4,3,0.75,21,6,0,2021,4,0.853622722361985,2,2,6,6,NA,2
Pinar Villamanrique Este (Chaparral),8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,15,9,0.6,NA,NA,NA,2021,6,0.9991183131561486,NA,1,27,NA,NA,NA
Pinar Villamanrique Este (Chaparral),8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,15,9,0.6,NA,NA,NA,2021,3,0.9991183131561486,NA,1,27,NA,NA,NA
Pinar Villamanrique Este (Chaparral),8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,15,9,0.6,NA,NA,NA,2021,4,0.9991183131561486,NA,1,27,NA,NA,NA
Pinar Villamanrique Este (Chaparral),8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,15,9,0.6,NA,NA,NA,2021,5,0.9991183131561486,NA,1,27,NA,NA,NA
Pinar Villamanrique Este (Chaparral),9,5,Cistus_crispus,9-5 Cistus_crispus,April,5,1,0.2,36,0,0,2021,12,0.9982362667043703,2,2,22,7,NA,2
Pinar Villamanrique Este (Chaparral),9,5,Cistus_crispus,9-5 Cistus_crispus,May,6,6,1,30,3,0,2021,7,0.9987649049587588,1,1,11,9,NA,1
Pinar Villamanrique Este (Chaparral),9,5,Cistus_crispus,9-5 Cistus_crispus,May,6,6,1,30,3,0,2021,4,0.9987649049587588,1,1,11,9,NA,1
Pinar Villamanrique Este (Chaparral),9,6,Cistus_salviifolius,9-6 Cistus_salviifolius,March,5,4,0.8,36,6,15,2021,3,0.9978880161044935,2,2,4,11,4,3
Pinar Villamanrique Este (Chaparral),9,6,Cistus_salviifolius,9-6 Cistus_salviifolius,April,5,4,0.8,5,15,0,2021,10,0.9979298915804562,1,1,13,1,NA,1
Pinar Villamanrique Este (Chaparral),9,6,Cistus_salviifolius,9-6 Cistus_salviifolius,April,5,4,0.8,5,15,0,2021,3,0.9979298915804562,1,1,13,1,NA,1
Pinar Villamanrique Este (Chaparral),10,2,Cistus_ladanifer,10-2 Cistus_ladanifer,March,10,2,0.2,309,12,0,2021,2,0.939368739637568,8,1,37,65,NA,12
Pinar Villamanrique Este (Chaparral),10,2,Cistus_ladanifer,10-2 Cistus_ladanifer,March,10,2,0.2,309,12,0,2021,16,0.939368739637568,8,1,37,65,NA,12
Pinar Villamanrique Este (Chaparral),10,2,Cistus_ladanifer,10-2 Cistus_ladanifer,March,10,2,0.2,309,12,0,2021,19,0.939368739637568,8,1,37,65,NA,12
Pinar Villamanrique Este (Chaparral),10,6,Cistus_ladanifer,10-6 Cistus_ladanifer,March,8,1,0.125,66,9,6,2021,3,0.92089108064571,2,1,17,22,3,3
Pinar Villamanrique Este (Chaparral),10,6,Cistus_ladanifer,10-6 Cistus_ladanifer,March,8,1,0.125,66,9,6,2021,14,0.92089108064571,2,1,17,22,3,3
Pinar Villamanrique Este (Chaparral),10,8,Cistus_ladanifer,10-8 Cistus_ladanifer,March,5,3,0.6,65,22,12,2021,11,0.9212755047920913,4,1,11,16,NA,3
Pinar Villamanrique Este (Chaparral),10,8,Cistus_ladanifer,10-8 Cistus_ladanifer,April,2,0,0,2,1,0,2021,2,0.996935088106876,1,1,4,1,NA,1
Pinar Villamanrique Este (Chaparral),10,9,Cistus_ladanifer,10-9 Cistus_ladanifer,March,5,0,0,28,9,0,2021,32,0.9219691081008966,1,1,32,8,NA,1
Pinar Villamanrique Este (Chaparral),10,9,Cistus_ladanifer,10-9 Cistus_ladanifer,April,5,4,0.8,4,3,0,2021,5,0.9970666024905908,2,1,5,4,NA,2
Pinar Villamanrique Este (Chaparral),10,10,Cistus_ladanifer,10-10 Cistus_ladanifer,March,5,0,0,9,3,0,2021,1,0.9204689812652794,1,1,15,3,NA,1
Pinar Villamanrique Este (Chaparral),10,10,Cistus_ladanifer,10-10 Cistus_ladanifer,March,5,0,0,9,3,0,2021,14,0.9204689812652794,1,1,15,3,NA,1
Pinar Villamanrique Sur,1,1,Cistus_salviifolius,1-1 Cistus_salviifolius,April,5,5,1,14,2,0,2021,6,0.9999820347481772,1,2,72,7,NA,1
Pinar Villamanrique Sur,1,1,Cistus_salviifolius,1-1 Cistus_salviifolius,April,5,5,1,14,2,0,2021,28,0.9999820347481772,1,2,72,7,NA,1
Pinar Villamanrique Sur,1,1,Cistus_salviifolius,1-1 Cistus_salviifolius,April,5,5,1,14,2,0,2021,12,0.9999820347481772,1,2,72,7,NA,1
Pinar Villamanrique Sur,1,1,Cistus_salviifolius,1-1 Cistus_salviifolius,April,5,5,1,14,2,0,2021,18,0.9999820347481772,1,2,72,7,NA,1
Pinar Villamanrique Sur,1,2,Cistus_salviifolius,1-2 Cistus_salviifolius,March,5,0,0,NA,NA,NA,2021,2,0.9995387322618147,NA,1,11,NA,NA,NA
Pinar Villamanrique Sur,1,2,Cistus_salviifolius,1-2 Cistus_salviifolius,March,5,0,0,NA,NA,NA,2021,6,0.9995387322618147,NA,1,11,NA,NA,NA
Pinar Villamanrique Sur,1,2,Cistus_salviifolius,1-2 Cistus_salviifolius,March,5,0,0,NA,NA,NA,2021,3,0.9995387322618147,NA,1,11,NA,NA,NA
Pinar Villamanrique Sur,1,3,Cistus_salviifolius,1-3 Cistus_salviifolius,March,5,5,1,5,10,0,2021,3,0.9986781274954041,1,1,9,1,NA,1
Pinar Villamanrique Sur,1,3,Cistus_salviifolius,1-3 Cistus_salviifolius,March,5,5,1,5,10,0,2021,6,0.9986781274954041,1,1,9,1,NA,1
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,March,10,10,1,334,26,5,2021,7,0.9999767339841847,6,1,45,74,1,9
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,March,10,10,1,334,26,5,2021,4,0.9999767339841847,6,1,45,74,1,9
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,March,10,10,1,334,26,5,2021,28,0.9999767339841847,6,1,45,74,1,9
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,March,10,10,1,334,26,5,2021,6,0.9999767339841847,6,1,45,74,1,9
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,April,5,5,1,180,20,0,2021,23,0.9999820316668605,1,1,41,35,NA,1
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,April,5,5,1,180,20,0,2021,6,0.9999820316668605,1,1,41,35,NA,1
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,April,5,5,1,180,20,0,2021,8,0.9999820316668605,1,1,41,35,NA,1
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,April,5,5,1,180,20,0,2021,4,0.9999820316668605,1,1,41,35,NA,1
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,April,30,16,0.5333333333333333,NA,NA,NA,2021,10,0.9998580773092072,NA,1,56,NA,NA,NA
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,April,30,16,0.5333333333333333,NA,NA,NA,2021,46,0.9998580773092072,NA,1,56,NA,NA,NA
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,May,25,1,0.04,NA,NA,NA,2021,83,0.9998669474773817,NA,1,117,NA,NA,NA
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,May,25,1,0.04,NA,NA,NA,2021,29,0.9998669474773817,NA,1,117,NA,NA,NA
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,May,25,1,0.04,NA,NA,NA,2021,5,0.9998669474773817,NA,1,117,NA,NA,NA
Pinar Villamanrique Sur,1,10,Cistus_salviifolius,1-10 Cistus_salviifolius,April,1,1,1,NA,NA,NA,2021,17,0.9929630431900868,NA,1,29,NA,NA,NA
Pinar Villamanrique Sur,1,10,Cistus_salviifolius,1-10 Cistus_salviifolius,April,1,1,1,NA,NA,NA,2021,11,0.9929630431900868,NA,1,29,NA,NA,NA
Pinar Villamanrique Sur,1,10,Cistus_salviifolius,1-10 Cistus_salviifolius,April,1,1,1,NA,NA,NA,2021,1,0.9929630431900868,NA,1,29,NA,NA,NA
Pinar Villamanrique Sur,2,3,Cistus_salviifolius,2-3 Cistus_salviifolius,March,10,8,0.8,20,10,0,2021,5,0.9999824420726054,1,1,28,4,NA,1
Pinar Villamanrique Sur,2,3,Cistus_salviifolius,2-3 Cistus_salviifolius,March,10,8,0.8,20,10,0,2021,3,0.9999824420726054,1,1,28,4,NA,1
Pinar Villamanrique Sur,2,3,Cistus_salviifolius,2-3 Cistus_salviifolius,March,10,8,0.8,20,10,0,2021,20,0.9999824420726054,1,1,28,4,NA,1
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,March,5,5,1,95,22,0,2021,9,0.9999861773985499,3,1,27,19,NA,3
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,March,5,5,1,95,22,0,2021,18,0.9999861773985499,3,1,27,19,NA,3
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,April,1,0,0,15,10,0,2021,29,0.9999778193482846,1,1,49,3,NA,1
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,April,1,0,0,15,10,0,2021,19,0.9999778193482846,1,1,49,3,NA,1
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,April,1,0,0,15,10,0,2021,1,0.9999778193482846,1,1,49,3,NA,1
Pinar Villamanrique Sur,2,10,Cistus_salviifolius,2-10 Cistus_salviifolius,April,2,1,0.5,10,10,0,2021,38,0.9999792934015168,1,1,53,1,NA,1
Pinar Villamanrique Sur,2,10,Cistus_salviifolius,2-10 Cistus_salviifolius,April,2,1,0.5,10,10,0,2021,13,0.9999792934015168,1,1,53,1,NA,1
Pinar Villamanrique Sur,2,10,Cistus_salviifolius,2-10 Cistus_salviifolius,April,2,1,0.5,10,10,0,2021,2,0.9999792934015168,1,1,53,1,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,April,21,4,0.19047619047619047,44,0,0,2021,1,0.9997871159073064,1,2,29,10,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,April,21,4,0.19047619047619047,44,0,0,2021,11,0.9997871159073064,1,2,29,10,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,April,21,4,0.19047619047619047,44,0,0,2021,10,0.9997871159073064,1,2,29,10,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,2021,38,0.9997782457956361,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,2021,39,0.9997782457956361,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,2021,14,0.9997782457956361,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,2021,25,0.9997782457956361,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,2021,3,0.9997782457956361,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,4,Cistus_salviifolius,3-4 Cistus_salviifolius,April,5,5,1,NA,NA,NA,2021,32,0.9999859981961007,NA,1,42,NA,NA,NA
Pinar Villamanrique Sur,3,4,Cistus_salviifolius,3-4 Cistus_salviifolius,April,5,5,1,NA,NA,NA,2021,10,0.9999859981961007,NA,1,42,NA,NA,NA
Pinar Villamanrique Sur,3,5,Cistus_crispus,3-5 Cistus_crispus,May,1,0,0,12,20,0,2021,3,0.7111115000649362,1,1,7,2,NA,2
Pinar Villamanrique Sur,3,5,Cistus_crispus,3-5 Cistus_crispus,May,1,0,0,12,20,0,2021,1,0.7111115000649362,1,1,7,2,NA,2
Pinar Villamanrique Sur,3,6,Cistus_crispus,3-6 Cistus_crispus,May,10,8,0.8,9,18,0,2021,6,0.7718966180304088,1,1,15,3,NA,1
Pinar Villamanrique Sur,3,6,Cistus_crispus,3-6 Cistus_crispus,May,10,8,0.8,9,18,0,2021,9,0.7718966180304088,1,1,15,3,NA,1
Pinar Villamanrique Sur,3,7,Cistus_salviifolius,3-7 Cistus_salviifolius,March,9,8,0.8888888888888888,24,16,0,2021,3,0.9999794424717044,2,1,26,6,NA,2
Pinar Villamanrique Sur,3,7,Cistus_salviifolius,3-7 Cistus_salviifolius,March,9,8,0.8888888888888888,24,16,0,2021,23,0.9999794424717044,2,1,26,6,NA,2
Pinar Villamanrique Sur,3,9,Cistus_salviifolius,3-9 Cistus_salviifolius,March,5,5,1,74,23,0,2021,6,0.9781484241076369,3,1,6,13,NA,4
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,March,10,10,1,127,15,5,2021,9,0.999982540333495,3,1,34,29,1,3
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,March,10,10,1,127,15,5,2021,11,0.999982540333495,3,1,34,29,1,3
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,March,10,10,1,127,15,5,2021,14,0.999982540333495,3,1,34,29,1,3
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,April,5,5,1,33,17,0,2021,59,0.9999910104529701,2,1,62,8,NA,3
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,April,5,5,1,33,17,0,2021,3,0.9999910104529701,2,1,62,8,NA,3
Pinar Villamanrique Sur,4,3,Cistus_salviifolius,4-3 Cistus_salviifolius,March,5,5,1,NA,NA,NA,2021,6,0.9999241807239597,NA,1,6,NA,NA,NA
Pinar Villamanrique Sur,4,6,Cistus_crispus,4-6 Cistus_crispus,May,1,0,0,30,41,0,2021,1,0.56116258186938,2,1,13,8,NA,4
Pinar Villamanrique Sur,4,6,Cistus_crispus,4-6 Cistus_crispus,May,1,0,0,30,41,0,2021,2,0.56116258186938,2,1,13,8,NA,4
Pinar Villamanrique Sur,4,6,Cistus_crispus,4-6 Cistus_crispus,May,1,0,0,30,41,0,2021,3,0.56116258186938,2,1,13,8,NA,4
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,March,5,5,1,119,38,5,2021,7,0.9636904944608595,5,2,19,21,NA,5
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,March,5,5,1,119,38,5,2021,11,0.9636904944608595,5,2,19,21,NA,5
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,April,10,9,0.9,37,24,0,2021,35,0.9999523815303313,2,1,45,13,NA,4
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,April,10,9,0.9,37,24,0,2021,10,0.9999523815303313,2,1,45,13,NA,4
Pinar Villamanrique Sur,5,1,Cistus_salviifolius,5-1 Cistus_salviifolius,April,5,5,1,51,7,0,2021,48,0.9935184768387818,3,2,79,13,NA,3
Pinar Villamanrique Sur,5,1,Cistus_salviifolius,5-1 Cistus_salviifolius,April,5,5,1,51,7,0,2021,12,0.9935184768387818,3,2,79,13,NA,3
Pinar Villamanrique Sur,5,2,Cistus_salviifolius,5-2 Cistus_salviifolius,March,5,5,1,4,12,0,2021,4,0.9999831484438624,1,2,18,1,NA,1
Pinar Villamanrique Sur,5,2,Cistus_salviifolius,5-2 Cistus_salviifolius,March,5,5,1,4,12,0,2021,12,0.9999831484438624,1,2,18,1,NA,1
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,April,5,5,1,24,28,0,2021,23,0.9999821182565426,2,1,23,6,NA,2
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,May,21,12,0.5714285714285714,247,139,0,2021,97,0.9999605770303328,6,1,133,69,NA,12
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,May,21,12,0.5714285714285714,247,139,0,2021,34,0.9999605770303328,6,1,133,69,NA,12
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,May,21,12,0.5714285714285714,247,139,0,2021,2,0.9999605770303328,6,1,133,69,NA,12
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,March,2,2,1,NA,NA,NA,2021,2,0.9827592699857788,NA,1,22,NA,NA,NA
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,March,2,2,1,NA,NA,NA,2021,10,0.9827592699857788,NA,1,22,NA,NA,NA
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,April,10,8,0.8,4,6,0,2021,13,0.9789578262034309,1,1,27,1,NA,1
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,April,10,8,0.8,4,6,0,2021,5,0.9789578262034309,1,1,27,1,NA,1
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,April,10,8,0.8,4,6,0,2021,3,0.9789578262034309,1,1,27,1,NA,1
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,April,10,8,0.8,4,6,0,2021,6,0.9789578262034309,1,1,27,1,NA,1
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,March,5,5,1,12,12,0,2021,8,0.9999582318912087,1,2,10,3,NA,1
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,March,5,5,1,12,12,0,2021,1,0.9999582318912087,1,2,10,3,NA,1
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,April,5,5,1,190,35,0,2021,26,0.9620556454908917,1,1,37,36,NA,3
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,April,5,5,1,190,35,0,2021,5,0.9620556454908917,1,1,37,36,NA,3
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,April,5,5,1,190,35,0,2021,3,0.9620556454908917,1,1,37,36,NA,3
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,April,5,4,0.8,36,32,0,2021,6,0.8142419502102329,3,1,6,9,NA,3
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,May,17,8,0.47058823529411764,412,123,0,2021,68,0.9860674203785144,6,1,97,122,NA,12
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,May,17,8,0.47058823529411764,412,123,0,2021,27,0.9860674203785144,6,1,97,122,NA,12
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,May,17,8,0.47058823529411764,412,123,0,2021,2,0.9860674203785144,6,1,97,122,NA,12
